# The coordinates for the HyCal is a left-handed Cartesian frame               #
#==============================================================================#
#       front view          |               side view                          #
#           +Y              |                                                  #
# -X        O       +X      |  Beam(-Z)    O(HyCal PbWO4 Surface)  PMTs(+Z)    #
#           -Y              |                                                  #
#==============================================================================#
#   name      type  size_x  size_y  size_z           x           y           z #
#==============================================================================#
    G729   PbGlass   38.15   38.15     450    -257.715    -371.825      -189.4
    G730   PbGlass   38.15   38.15     450    -219.565    -371.825      -189.4
    G731   PbGlass   38.15   38.15     450    -181.415    -371.825      -189.4
    G732   PbGlass   38.15   38.15     450    -143.265    -371.825      -189.4
    G733   PbGlass   38.15   38.15     450    -105.115    -371.825      -189.4
    G734   PbGlass   38.15   38.15     450     -66.965    -371.825      -189.4
    G735   PbGlass   38.15   38.15     450     -28.815    -371.825      -189.4
    G736   PbGlass   38.15   38.15     450       9.335    -371.825      -189.4
    G737   PbGlass   38.15   38.15     450      47.485    -371.825      -189.4
    G738   PbGlass   38.15   38.15     450      85.635    -371.825      -189.4
    G739   PbGlass   38.15   38.15     450     123.785    -371.825      -189.4
    G740   PbGlass   38.15   38.15     450     161.935    -371.825      -189.4
    G741   PbGlass   38.15   38.15     450     200.085    -371.825      -189.4
    G742   PbGlass   38.15   38.15     450     238.235    -371.825      -189.4
    G743   PbGlass   38.15   38.15     450     276.385    -371.825      -189.4
    G744   PbGlass   38.15   38.15     450     314.535    -371.825      -189.4
    G745   PbGlass   38.15   38.15     450     352.685    -371.825      -189.4
    G746   PbGlass   38.15   38.15     450     390.835    -371.825      -189.4
    G747   PbGlass   38.15   38.15     450     428.985    -371.825      -189.4
    G748   PbGlass   38.15   38.15     450     467.135    -371.825      -189.4
    G749   PbGlass   38.15   38.15     450     505.285    -371.825      -189.4
    G750   PbGlass   38.15   38.15     450     543.435    -371.825      -189.4
    G751   PbGlass   38.15   38.15     450    -562.915    -391.175      -189.4
    G752   PbGlass   38.15   38.15     450    -524.765    -391.175      -189.4
    G753   PbGlass   38.15   38.15     450    -486.615    -391.175      -189.4
    G754   PbGlass   38.15   38.15     450    -448.465    -391.175      -189.4
    G755   PbGlass   38.15   38.15     450    -410.315    -391.175      -189.4
    G756   PbGlass   38.15   38.15     450    -372.165    -391.175      -189.4
    G757   PbGlass   38.15   38.15     450    -334.015    -409.975      -189.4
    G758   PbGlass   38.15   38.15     450    -295.865    -409.975      -189.4
    G759   PbGlass   38.15   38.15     450    -257.715    -409.975      -189.4
    G760   PbGlass   38.15   38.15     450    -219.565    -409.975      -189.4
    G761   PbGlass   38.15   38.15     450    -181.415    -409.975      -189.4
    G762   PbGlass   38.15   38.15     450    -143.265    -409.975      -189.4
    G763   PbGlass   38.15   38.15     450    -105.115    -409.975      -189.4
    G764   PbGlass   38.15   38.15     450     -66.965    -409.975      -189.4
    G765   PbGlass   38.15   38.15     450     -28.815    -409.975      -189.4
    G766   PbGlass   38.15   38.15     450       9.335    -409.975      -189.4
    G767   PbGlass   38.15   38.15     450      47.485    -409.975      -189.4
    G768   PbGlass   38.15   38.15     450      85.635    -409.975      -189.4
    G769   PbGlass   38.15   38.15     450     123.785    -409.975      -189.4
    G770   PbGlass   38.15   38.15     450     161.935    -409.975      -189.4
    G771   PbGlass   38.15   38.15     450     200.085    -409.975      -189.4
    G772   PbGlass   38.15   38.15     450     238.235    -409.975      -189.4
    G773   PbGlass   38.15   38.15     450     276.385    -409.975      -189.4
    G774   PbGlass   38.15   38.15     450     314.535    -409.975      -189.4
    G775   PbGlass   38.15   38.15     450     352.685    -409.975      -189.4
    G776   PbGlass   38.15   38.15     450     390.835    -409.975      -189.4
    G777   PbGlass   38.15   38.15     450     428.985    -409.975      -189.4
    G778   PbGlass   38.15   38.15     450     467.135    -409.975      -189.4
    G779   PbGlass   38.15   38.15     450     505.285    -409.975      -189.4
    G780   PbGlass   38.15   38.15     450     543.435    -409.975      -189.4
    G781   PbGlass   38.15   38.15     450    -562.915    -429.325      -189.4
    G782   PbGlass   38.15   38.15     450    -524.765    -429.325      -189.4
    G783   PbGlass   38.15   38.15     450    -486.615    -429.325      -189.4
    G784   PbGlass   38.15   38.15     450    -448.465    -429.325      -189.4
    G785   PbGlass   38.15   38.15     450    -410.315    -429.325      -189.4
    G786   PbGlass   38.15   38.15     450    -372.165    -429.325      -189.4
    G787   PbGlass   38.15   38.15     450    -334.015    -448.125      -189.4
    G788   PbGlass   38.15   38.15     450    -295.865    -448.125      -189.4
    G789   PbGlass   38.15   38.15     450    -257.715    -448.125      -189.4
    G790   PbGlass   38.15   38.15     450    -219.565    -448.125      -189.4
    G791   PbGlass   38.15   38.15     450    -181.415    -448.125      -189.4
    G792   PbGlass   38.15   38.15     450    -143.265    -448.125      -189.4
    G793   PbGlass   38.15   38.15     450    -105.115    -448.125      -189.4
    G794   PbGlass   38.15   38.15     450     -66.965    -448.125      -189.4
    G795   PbGlass   38.15   38.15     450     -28.815    -448.125      -189.4
    G796   PbGlass   38.15   38.15     450       9.335    -448.125      -189.4
    G797   PbGlass   38.15   38.15     450      47.485    -448.125      -189.4
    G798   PbGlass   38.15   38.15     450      85.635    -448.125      -189.4
    G799   PbGlass   38.15   38.15     450     123.785    -448.125      -189.4
    G800   PbGlass   38.15   38.15     450     161.935    -448.125      -189.4
    G801   PbGlass   38.15   38.15     450     200.085    -448.125      -189.4
    G802   PbGlass   38.15   38.15     450     238.235    -448.125      -189.4
    G803   PbGlass   38.15   38.15     450     276.385    -448.125      -189.4
    G804   PbGlass   38.15   38.15     450     314.535    -448.125      -189.4
    G805   PbGlass   38.15   38.15     450     352.685    -448.125      -189.4
    G806   PbGlass   38.15   38.15     450     390.835    -448.125      -189.4
    G807   PbGlass   38.15   38.15     450     428.985    -448.125      -189.4
    G808   PbGlass   38.15   38.15     450     467.135    -448.125      -189.4
    G809   PbGlass   38.15   38.15     450     505.285    -448.125      -189.4
    G810   PbGlass   38.15   38.15     450     543.435    -448.125      -189.4
    G811   PbGlass   38.15   38.15     450    -562.915    -467.475      -189.4
    G812   PbGlass   38.15   38.15     450    -524.765    -467.475      -189.4
    G813   PbGlass   38.15   38.15     450    -486.615    -467.475      -189.4
    G814   PbGlass   38.15   38.15     450    -448.465    -467.475      -189.4
    G815   PbGlass   38.15   38.15     450    -410.315    -467.475      -189.4
    G816   PbGlass   38.15   38.15     450    -372.165    -467.475      -189.4
    G817   PbGlass   38.15   38.15     450    -334.015    -486.275      -189.4
    G818   PbGlass   38.15   38.15     450    -295.865    -486.275      -189.4
    G819   PbGlass   38.15   38.15     450    -257.715    -486.275      -189.4
    G820   PbGlass   38.15   38.15     450    -219.565    -486.275      -189.4
    G821   PbGlass   38.15   38.15     450    -181.415    -486.275      -189.4
    G822   PbGlass   38.15   38.15     450    -143.265    -486.275      -189.4
    G823   PbGlass   38.15   38.15     450    -105.115    -486.275      -189.4
    G824   PbGlass   38.15   38.15     450     -66.965    -486.275      -189.4
    G825   PbGlass   38.15   38.15     450     -28.815    -486.275      -189.4
    G826   PbGlass   38.15   38.15     450       9.335    -486.275      -189.4
    G827   PbGlass   38.15   38.15     450      47.485    -486.275      -189.4
    G828   PbGlass   38.15   38.15     450      85.635    -486.275      -189.4
    G829   PbGlass   38.15   38.15     450     123.785    -486.275      -189.4
    G830   PbGlass   38.15   38.15     450     161.935    -486.275      -189.4
    G831   PbGlass   38.15   38.15     450     200.085    -486.275      -189.4
    G832   PbGlass   38.15   38.15     450     238.235    -486.275      -189.4
    G833   PbGlass   38.15   38.15     450     276.385    -486.275      -189.4
    G834   PbGlass   38.15   38.15     450     314.535    -486.275      -189.4
    G835   PbGlass   38.15   38.15     450     352.685    -486.275      -189.4
    G836   PbGlass   38.15   38.15     450     390.835    -486.275      -189.4
    G837   PbGlass   38.15   38.15     450     428.985    -486.275      -189.4
    G838   PbGlass   38.15   38.15     450     467.135    -486.275      -189.4
    G839   PbGlass   38.15   38.15     450     505.285    -486.275      -189.4
    G840   PbGlass   38.15   38.15     450     543.435    -486.275      -189.4
    G841   PbGlass   38.15   38.15     450    -562.915    -505.625      -189.4
    G842   PbGlass   38.15   38.15     450    -524.765    -505.625      -189.4
    G843   PbGlass   38.15   38.15     450    -486.615    -505.625      -189.4
    G844   PbGlass   38.15   38.15     450    -448.465    -505.625      -189.4
    G845   PbGlass   38.15   38.15     450    -410.315    -505.625      -189.4
    G846   PbGlass   38.15   38.15     450    -372.165    -505.625      -189.4
    G847   PbGlass   38.15   38.15     450    -334.015    -524.425      -189.4
    G848   PbGlass   38.15   38.15     450    -295.865    -524.425      -189.4
    G849   PbGlass   38.15   38.15     450    -257.715    -524.425      -189.4
    G850   PbGlass   38.15   38.15     450    -219.565    -524.425      -189.4
    G851   PbGlass   38.15   38.15     450    -181.415    -524.425      -189.4
    G852   PbGlass   38.15   38.15     450    -143.265    -524.425      -189.4
    G853   PbGlass   38.15   38.15     450    -105.115    -524.425      -189.4
    G854   PbGlass   38.15   38.15     450     -66.965    -524.425      -189.4
    G855   PbGlass   38.15   38.15     450     -28.815    -524.425      -189.4
    G856   PbGlass   38.15   38.15     450       9.335    -524.425      -189.4
    G857   PbGlass   38.15   38.15     450      47.485    -524.425      -189.4
    G858   PbGlass   38.15   38.15     450      85.635    -524.425      -189.4
    G859   PbGlass   38.15   38.15     450     123.785    -524.425      -189.4
    G860   PbGlass   38.15   38.15     450     161.935    -524.425      -189.4
    G861   PbGlass   38.15   38.15     450     200.085    -524.425      -189.4
    G862   PbGlass   38.15   38.15     450     238.235    -524.425      -189.4
    G863   PbGlass   38.15   38.15     450     276.385    -524.425      -189.4
    G864   PbGlass   38.15   38.15     450     314.535    -524.425      -189.4
    G865   PbGlass   38.15   38.15     450     352.685    -524.425      -189.4
    G866   PbGlass   38.15   38.15     450     390.835    -524.425      -189.4
    G867   PbGlass   38.15   38.15     450     428.985    -524.425      -189.4
    G868   PbGlass   38.15   38.15     450     467.135    -524.425      -189.4
    G869   PbGlass   38.15   38.15     450     505.285    -524.425      -189.4
    G870   PbGlass   38.15   38.15     450     543.435    -524.425      -189.4
    G871   PbGlass   38.15   38.15     450    -562.915    -543.775      -189.4
    G872   PbGlass   38.15   38.15     450    -524.765    -543.775      -189.4
    G873   PbGlass   38.15   38.15     450    -486.615    -543.775      -189.4
    G874   PbGlass   38.15   38.15     450    -448.465    -543.775      -189.4
    G875   PbGlass   38.15   38.15     450    -410.315    -543.775      -189.4
    G876   PbGlass   38.15   38.15     450    -372.165    -543.775      -189.4
    G877   PbGlass   38.15   38.15     450    -334.015    -562.575      -189.4
    G878   PbGlass   38.15   38.15     450    -295.865    -562.575      -189.4
    G879   PbGlass   38.15   38.15     450    -257.715    -562.575      -189.4
    G880   PbGlass   38.15   38.15     450    -219.565    -562.575      -189.4
    G881   PbGlass   38.15   38.15     450    -181.415    -562.575      -189.4
    G882   PbGlass   38.15   38.15     450    -143.265    -562.575      -189.4
    G883   PbGlass   38.15   38.15     450    -105.115    -562.575      -189.4
    G884   PbGlass   38.15   38.15     450     -66.965    -562.575      -189.4
    G885   PbGlass   38.15   38.15     450     -28.815    -562.575      -189.4
    G886   PbGlass   38.15   38.15     450       9.335    -562.575      -189.4
    G887   PbGlass   38.15   38.15     450      47.485    -562.575      -189.4
    G888   PbGlass   38.15   38.15     450      85.635    -562.575      -189.4
    G889   PbGlass   38.15   38.15     450     123.785    -562.575      -189.4
    G890   PbGlass   38.15   38.15     450     161.935    -562.575      -189.4
    G891   PbGlass   38.15   38.15     450     200.085    -562.575      -189.4
    G892   PbGlass   38.15   38.15     450     238.235    -562.575      -189.4
    G893   PbGlass   38.15   38.15     450     276.385    -562.575      -189.4
    G894   PbGlass   38.15   38.15     450     314.535    -562.575      -189.4
    G895   PbGlass   38.15   38.15     450     352.685    -562.575      -189.4
    G896   PbGlass   38.15   38.15     450     390.835    -562.575      -189.4
    G897   PbGlass   38.15   38.15     450     428.985    -562.575      -189.4
    G898   PbGlass   38.15   38.15     450     467.135    -562.575      -189.4
    G899   PbGlass   38.15   38.15     450     505.285    -562.575      -189.4
    G900   PbGlass   38.15   38.15     450     543.435    -562.575      -189.4
      W1     PbWO4   20.77   20.75     180    -342.705     342.375       -92.1
      W2     PbWO4   20.77   20.75     180    -321.935     342.375       -92.1
      W3     PbWO4   20.77   20.75     180    -301.165     342.375       -92.1
      W4     PbWO4   20.77   20.75     180    -280.395     342.375       -92.1
      W5     PbWO4   20.77   20.75     180    -259.625     342.375       -92.1
      W6     PbWO4   20.77   20.75     180    -238.855     342.375       -92.1
      W7     PbWO4   20.77   20.75     180    -218.085     342.375       -92.1
      W8     PbWO4   20.77   20.75     180    -197.315     342.375       -92.1
      W9     PbWO4   20.77   20.75     180    -176.545     342.375       -92.1
     W10     PbWO4   20.77   20.75     180    -155.775     342.375       -92.1
     W11     PbWO4   20.77   20.75     180    -135.005     342.375       -92.1
     W12     PbWO4   20.77   20.75     180    -114.235     342.375       -92.1
     W13     PbWO4   20.77   20.75     180     -93.465     342.375       -92.1
     W14     PbWO4   20.77   20.75     180     -72.695     342.375       -92.1
     W15     PbWO4   20.77   20.75     180     -51.925     342.375       -92.1
     W16     PbWO4   20.77   20.75     180     -31.155     342.375       -92.1
     W17     PbWO4   20.77   20.75     180     -10.385     342.375       -92.1
     W18     PbWO4   20.77   20.75     180      10.385     342.375       -92.1
     W19     PbWO4   20.77   20.75     180      31.155     342.375       -92.1
     W20     PbWO4   20.77   20.75     180      51.925     342.375       -92.1
     W21     PbWO4   20.77   20.75     180      72.695     342.375       -92.1
     W22     PbWO4   20.77   20.75     180      93.465     342.375       -92.1
     W23     PbWO4   20.77   20.75     180     114.235     342.375       -92.1
     W24     PbWO4   20.77   20.75     180     135.005     342.375       -92.1
     W25     PbWO4   20.77   20.75     180     155.775     342.375       -92.1
     W26     PbWO4   20.77   20.75     180     176.545     342.375       -92.1
     W27     PbWO4   20.77   20.75     180     197.315     342.375       -92.1
     W28     PbWO4   20.77   20.75     180     218.085     342.375       -92.1
     W29     PbWO4   20.77   20.75     180     238.855     342.375       -92.1
     W30     PbWO4   20.77   20.75     180     259.625     342.375       -92.1
     W31     PbWO4   20.77   20.75     180     280.395     342.375       -92.1
     W32     PbWO4   20.77   20.75     180     301.165     342.375       -92.1
     W33     PbWO4   20.77   20.75     180     321.935     342.375       -92.1
     W34     PbWO4   20.77   20.75     180     342.705     342.375       -92.1
     W35     PbWO4   20.77   20.75     180    -342.705     321.625       -92.1
     W36     PbWO4   20.77   20.75     180    -321.935     321.625       -92.1
     W37     PbWO4   20.77   20.75     180    -301.165     321.625       -92.1
     W38     PbWO4   20.77   20.75     180    -280.395     321.625       -92.1
     W39     PbWO4   20.77   20.75     180    -259.625     321.625       -92.1
     W40     PbWO4   20.77   20.75     180    -238.855     321.625       -92.1
     W41     PbWO4   20.77   20.75     180    -218.085     321.625       -92.1
     W42     PbWO4   20.77   20.75     180    -197.315     321.625       -92.1
     W43     PbWO4   20.77   20.75     180    -176.545     321.625       -92.1
     W44     PbWO4   20.77   20.75     180    -155.775     321.625       -92.1
     W45     PbWO4   20.77   20.75     180    -135.005     321.625       -92.1
     W46     PbWO4   20.77   20.75     180    -114.235     321.625       -92.1
     W47     PbWO4   20.77   20.75     180     -93.465     321.625       -92.1
     W48     PbWO4   20.77   20.75     180     -72.695     321.625       -92.1
     W49     PbWO4   20.77   20.75     180     -51.925     321.625       -92.1
     W50     PbWO4   20.77   20.75     180     -31.155     321.625       -92.1
     W51     PbWO4   20.77   20.75     180     -10.385     321.625       -92.1
     W52     PbWO4   20.77   20.75     180      10.385     321.625       -92.1
     W53     PbWO4   20.77   20.75     180      31.155     321.625       -92.1
     W54     PbWO4   20.77   20.75     180      51.925     321.625       -92.1
     W55     PbWO4   20.77   20.75     180      72.695     321.625       -92.1
     W56     PbWO4   20.77   20.75     180      93.465     321.625       -92.1
     W57     PbWO4   20.77   20.75     180     114.235     321.625       -92.1
     W58     PbWO4   20.77   20.75     180     135.005     321.625       -92.1
     W59     PbWO4   20.77   20.75     180     155.775     321.625       -92.1
     W60     PbWO4   20.77   20.75     180     176.545     321.625       -92.1
     W61     PbWO4   20.77   20.75     180     197.315     321.625       -92.1
     W62     PbWO4   20.77   20.75     180     218.085     321.625       -92.1
     W63     PbWO4   20.77   20.75     180     238.855     321.625       -92.1
     W64     PbWO4   20.77   20.75     180     259.625     321.625       -92.1
     W65     PbWO4   20.77   20.75     180     280.395     321.625       -92.1
     W66     PbWO4   20.77   20.75     180     301.165     321.625       -92.1
     W67     PbWO4   20.77   20.75     180     321.935     321.625       -92.1
     W68     PbWO4   20.77   20.75     180     342.705     321.625       -92.1
     W69     PbWO4   20.77   20.75     180    -342.705     300.875       -92.1
     W70     PbWO4   20.77   20.75     180    -321.935     300.875       -92.1
     W71     PbWO4   20.77   20.75     180    -301.165     300.875       -92.1
     W72     PbWO4   20.77   20.75     180    -280.395     300.875       -92.1
     W73     PbWO4   20.77   20.75     180    -259.625     300.875       -92.1
     W74     PbWO4   20.77   20.75     180    -238.855     300.875       -92.1
     W75     PbWO4   20.77   20.75     180    -218.085     300.875       -92.1
     W76     PbWO4   20.77   20.75     180    -197.315     300.875       -92.1
     W77     PbWO4   20.77   20.75     180    -176.545     300.875       -92.1
     W78     PbWO4   20.77   20.75     180    -155.775     300.875       -92.1
     W79     PbWO4   20.77   20.75     180    -135.005     300.875       -92.1
     W80     PbWO4   20.77   20.75     180    -114.235     300.875       -92.1
     W81     PbWO4   20.77   20.75     180     -93.465     300.875       -92.1
     W82     PbWO4   20.77   20.75     180     -72.695     300.875       -92.1
     W83     PbWO4   20.77   20.75     180     -51.925     300.875       -92.1
     W84     PbWO4   20.77   20.75     180     -31.155     300.875       -92.1
     W85     PbWO4   20.77   20.75     180     -10.385     300.875       -92.1
     W86     PbWO4   20.77   20.75     180      10.385     300.875       -92.1
     W87     PbWO4   20.77   20.75     180      31.155     300.875       -92.1
     W88     PbWO4   20.77   20.75     180      51.925     300.875       -92.1
     W89     PbWO4   20.77   20.75     180      72.695     300.875       -92.1
     W90     PbWO4   20.77   20.75     180      93.465     300.875       -92.1
     W91     PbWO4   20.77   20.75     180     114.235     300.875       -92.1
     W92     PbWO4   20.77   20.75     180     135.005     300.875       -92.1
     W93     PbWO4   20.77   20.75     180     155.775     300.875       -92.1
     W94     PbWO4   20.77   20.75     180     176.545     300.875       -92.1
     W95     PbWO4   20.77   20.75     180     197.315     300.875       -92.1
     W96     PbWO4   20.77   20.75     180     218.085     300.875       -92.1
     W97     PbWO4   20.77   20.75     180     238.855     300.875       -92.1
     W98     PbWO4   20.77   20.75     180     259.625     300.875       -92.1
     W99     PbWO4   20.77   20.75     180     280.395     300.875       -92.1
    W100     PbWO4   20.77   20.75     180     301.165     300.875       -92.1
    W101     PbWO4   20.77   20.75     180     321.935     300.875       -92.1
    W102     PbWO4   20.77   20.75     180     342.705     300.875       -92.1
    W103     PbWO4   20.77   20.75     180    -342.705     280.125       -92.1
    W104     PbWO4   20.77   20.75     180    -321.935     280.125       -92.1
    W105     PbWO4   20.77   20.75     180    -301.165     280.125       -92.1
    W106     PbWO4   20.77   20.75     180    -280.395     280.125       -92.1
    W107     PbWO4   20.77   20.75     180    -259.625     280.125       -92.1
    W108     PbWO4   20.77   20.75     180    -238.855     280.125       -92.1
    W109     PbWO4   20.77   20.75     180    -218.085     280.125       -92.1
    W110     PbWO4   20.77   20.75     180    -197.315     280.125       -92.1
    W111     PbWO4   20.77   20.75     180    -176.545     280.125       -92.1
    W112     PbWO4   20.77   20.75     180    -155.775     280.125       -92.1
    W113     PbWO4   20.77   20.75     180    -135.005     280.125       -92.1
    W114     PbWO4   20.77   20.75     180    -114.235     280.125       -92.1
    W115     PbWO4   20.77   20.75     180     -93.465     280.125       -92.1
    W116     PbWO4   20.77   20.75     180     -72.695     280.125       -92.1
    W117     PbWO4   20.77   20.75     180     -51.925     280.125       -92.1
    W118     PbWO4   20.77   20.75     180     -31.155     280.125       -92.1
    W119     PbWO4   20.77   20.75     180     -10.385     280.125       -92.1
    W120     PbWO4   20.77   20.75     180      10.385     280.125       -92.1
    W121     PbWO4   20.77   20.75     180      31.155     280.125       -92.1
    W122     PbWO4   20.77   20.75     180      51.925     280.125       -92.1
    W123     PbWO4   20.77   20.75     180      72.695     280.125       -92.1
    W124     PbWO4   20.77   20.75     180      93.465     280.125       -92.1
    W125     PbWO4   20.77   20.75     180     114.235     280.125       -92.1
    W126     PbWO4   20.77   20.75     180     135.005     280.125       -92.1
    W127     PbWO4   20.77   20.75     180     155.775     280.125       -92.1
    W128     PbWO4   20.77   20.75     180     176.545     280.125       -92.1
    W129     PbWO4   20.77   20.75     180     197.315     280.125       -92.1
    W130     PbWO4   20.77   20.75     180     218.085     280.125       -92.1
    W131     PbWO4   20.77   20.75     180     238.855     280.125       -92.1
    W132     PbWO4   20.77   20.75     180     259.625     280.125       -92.1
    W133     PbWO4   20.77   20.75     180     280.395     280.125       -92.1
    W134     PbWO4   20.77   20.75     180     301.165     280.125       -92.1
    W135     PbWO4   20.77   20.75     180     321.935     280.125       -92.1
    W136     PbWO4   20.77   20.75     180     342.705     280.125       -92.1
    W137     PbWO4   20.77   20.75     180    -342.705     259.375       -92.1
    W138     PbWO4   20.77   20.75     180    -321.935     259.375       -92.1
    W139     PbWO4   20.77   20.75     180    -301.165     259.375       -92.1
    W140     PbWO4   20.77   20.75     180    -280.395     259.375       -92.1
    W141     PbWO4   20.77   20.75     180    -259.625     259.375       -92.1
    W142     PbWO4   20.77   20.75     180    -238.855     259.375       -92.1
    W143     PbWO4   20.77   20.75     180    -218.085     259.375       -92.1
    W144     PbWO4   20.77   20.75     180    -197.315     259.375       -92.1
    W145     PbWO4   20.77   20.75     180    -176.545     259.375       -92.1
    W146     PbWO4   20.77   20.75     180    -155.775     259.375       -92.1
    W147     PbWO4   20.77   20.75     180    -135.005     259.375       -92.1
    W148     PbWO4   20.77   20.75     180    -114.235     259.375       -92.1
    W149     PbWO4   20.77   20.75     180     -93.465     259.375       -92.1
    W150     PbWO4   20.77   20.75     180     -72.695     259.375       -92.1
    W151     PbWO4   20.77   20.75     180     -51.925     259.375       -92.1
    W152     PbWO4   20.77   20.75     180     -31.155     259.375       -92.1
    W153     PbWO4   20.77   20.75     180     -10.385     259.375       -92.1
    W154     PbWO4   20.77   20.75     180      10.385     259.375       -92.1
    W155     PbWO4   20.77   20.75     180      31.155     259.375       -92.1
    W156     PbWO4   20.77   20.75     180      51.925     259.375       -92.1
    W157     PbWO4   20.77   20.75     180      72.695     259.375       -92.1
    W158     PbWO4   20.77   20.75     180      93.465     259.375       -92.1
    W159     PbWO4   20.77   20.75     180     114.235     259.375       -92.1
    W160     PbWO4   20.77   20.75     180     135.005     259.375       -92.1
    W161     PbWO4   20.77   20.75     180     155.775     259.375       -92.1
    W162     PbWO4   20.77   20.75     180     176.545     259.375       -92.1
    W163     PbWO4   20.77   20.75     180     197.315     259.375       -92.1
    W164     PbWO4   20.77   20.75     180     218.085     259.375       -92.1
    W165     PbWO4   20.77   20.75     180     238.855     259.375       -92.1
    W166     PbWO4   20.77   20.75     180     259.625     259.375       -92.1
    W167     PbWO4   20.77   20.75     180     280.395     259.375       -92.1
    W168     PbWO4   20.77   20.75     180     301.165     259.375       -92.1
    W169     PbWO4   20.77   20.75     180     321.935     259.375       -92.1
    W170     PbWO4   20.77   20.75     180     342.705     259.375       -92.1
    W171     PbWO4   20.77   20.75     180    -342.705     238.625       -92.1
    W172     PbWO4   20.77   20.75     180    -321.935     238.625       -92.1
    W173     PbWO4   20.77   20.75     180    -301.165     238.625       -92.1
    W174     PbWO4   20.77   20.75     180    -280.395     238.625       -92.1
    W175     PbWO4   20.77   20.75     180    -259.625     238.625       -92.1
    W176     PbWO4   20.77   20.75     180    -238.855     238.625       -92.1
    W177     PbWO4   20.77   20.75     180    -218.085     238.625       -92.1
    W178     PbWO4   20.77   20.75     180    -197.315     238.625       -92.1
    W179     PbWO4   20.77   20.75     180    -176.545     238.625       -92.1
    W180     PbWO4   20.77   20.75     180    -155.775     238.625       -92.1
    W181     PbWO4   20.77   20.75     180    -135.005     238.625       -92.1
    W182     PbWO4   20.77   20.75     180    -114.235     238.625       -92.1
    W183     PbWO4   20.77   20.75     180     -93.465     238.625       -92.1
    W184     PbWO4   20.77   20.75     180     -72.695     238.625       -92.1
    W185     PbWO4   20.77   20.75     180     -51.925     238.625       -92.1
    W186     PbWO4   20.77   20.75     180     -31.155     238.625       -92.1
    W187     PbWO4   20.77   20.75     180     -10.385     238.625       -92.1
    W188     PbWO4   20.77   20.75     180      10.385     238.625       -92.1
    W189     PbWO4   20.77   20.75     180      31.155     238.625       -92.1
    W190     PbWO4   20.77   20.75     180      51.925     238.625       -92.1
    W191     PbWO4   20.77   20.75     180      72.695     238.625       -92.1
    W192     PbWO4   20.77   20.75     180      93.465     238.625       -92.1
    W193     PbWO4   20.77   20.75     180     114.235     238.625       -92.1
    W194     PbWO4   20.77   20.75     180     135.005     238.625       -92.1
    W195     PbWO4   20.77   20.75     180     155.775     238.625       -92.1
    W196     PbWO4   20.77   20.75     180     176.545     238.625       -92.1
    W197     PbWO4   20.77   20.75     180     197.315     238.625       -92.1
    W198     PbWO4   20.77   20.75     180     218.085     238.625       -92.1
    W199     PbWO4   20.77   20.75     180     238.855     238.625       -92.1
    W200     PbWO4   20.77   20.75     180     259.625     238.625       -92.1
    W201     PbWO4   20.77   20.75     180     280.395     238.625       -92.1
    W202     PbWO4   20.77   20.75     180     301.165     238.625       -92.1
    W203     PbWO4   20.77   20.75     180     321.935     238.625       -92.1
    W204     PbWO4   20.77   20.75     180     342.705     238.625       -92.1
    W205     PbWO4   20.77   20.75     180    -342.705     217.875       -92.1
    W206     PbWO4   20.77   20.75     180    -321.935     217.875       -92.1
    W207     PbWO4   20.77   20.75     180    -301.165     217.875       -92.1
    W208     PbWO4   20.77   20.75     180    -280.395     217.875       -92.1
    W209     PbWO4   20.77   20.75     180    -259.625     217.875       -92.1
    W210     PbWO4   20.77   20.75     180    -238.855     217.875       -92.1
    W211     PbWO4   20.77   20.75     180    -218.085     217.875       -92.1
    W212     PbWO4   20.77   20.75     180    -197.315     217.875       -92.1
    W213     PbWO4   20.77   20.75     180    -176.545     217.875       -92.1
    W214     PbWO4   20.77   20.75     180    -155.775     217.875       -92.1
    W215     PbWO4   20.77   20.75     180    -135.005     217.875       -92.1
    W216     PbWO4   20.77   20.75     180    -114.235     217.875       -92.1
    W217     PbWO4   20.77   20.75     180     -93.465     217.875       -92.1
    W218     PbWO4   20.77   20.75     180     -72.695     217.875       -92.1
    W219     PbWO4   20.77   20.75     180     -51.925     217.875       -92.1
    W220     PbWO4   20.77   20.75     180     -31.155     217.875       -92.1
    W221     PbWO4   20.77   20.75     180     -10.385     217.875       -92.1
    W222     PbWO4   20.77   20.75     180      10.385     217.875       -92.1
    W223     PbWO4   20.77   20.75     180      31.155     217.875       -92.1
    W224     PbWO4   20.77   20.75     180      51.925     217.875       -92.1
    W225     PbWO4   20.77   20.75     180      72.695     217.875       -92.1
    W226     PbWO4   20.77   20.75     180      93.465     217.875       -92.1
    W227     PbWO4   20.77   20.75     180     114.235     217.875       -92.1
    W228     PbWO4   20.77   20.75     180     135.005     217.875       -92.1
    W229     PbWO4   20.77   20.75     180     155.775     217.875       -92.1
    W230     PbWO4   20.77   20.75     180     176.545     217.875       -92.1
    W231     PbWO4   20.77   20.75     180     197.315     217.875       -92.1
    W232     PbWO4   20.77   20.75     180     218.085     217.875       -92.1
    W233     PbWO4   20.77   20.75     180     238.855     217.875       -92.1
    W234     PbWO4   20.77   20.75     180     259.625     217.875       -92.1
    W235     PbWO4   20.77   20.75     180     280.395     217.875       -92.1
