           W735       0.188338        1097.52      0.0428038              0        1490.57        7088.67
           W734       0.200568        1097.57      0.0292074              0        1614.03        7675.82
           W728        0.11159        1097.53      0.0489277              0        2821.08        13416.1
           W725       0.145577        1097.28      0.0514922              0        1763.63        8387.24
           W724       0.144754        1097.17      0.0638913              0        2197.85        10452.3
           W722       0.147757        1096.89      0.0624398              0        2530.52        12034.3
           W718       0.145083        1096.14      0.0722601              0        2422.17          11516
           W716       0.169541        1095.66      0.0674714              0        2602.52        12373.4
           W714       0.129929        1095.45      0.0898408              0        3037.75        14442.7
           W709       0.135279        1096.59      0.0698414              0        2464.72        11721.4
           W702       0.135692        1097.52      0.0414392              0        2324.61        11055.1
           W699       0.164694        1097.67      0.0205357              0        1477.87        7028.26
           W697       0.229268        1097.69      0.0040446              0        1168.36        5556.35
           W830       0.146696        1097.23      0.0585043              0        2174.23        10339.9
           W695       0.168321        1097.64      0.0185588              0        2490.95        11846.2
           W692       0.149704        1097.44      0.0526329              0        2576.96        12255.2
           G848        0.49468        1090.99       0.142111              0        1189.96        5657.57
           W691         0.1622        1097.34      0.0577827              0        2264.98        10771.5
           G861       0.268534        1091.86      0.0717825              0        3342.76        15892.8
           W687       0.137921        1096.79      0.0566378              0        1704.89        8107.88
           W506       0.161351        1096.44      0.0573396              0         2922.9        13896.7
           W683       0.152203        1095.97      0.0678184              0         2408.5          11451
           W675       0.144005        1096.64       0.060992              0        2716.11        12916.9
           W672       0.185373        1097.14       0.060451              0        1041.53         4953.2
           W173       0.173681        1094.98      0.0719236              0        2074.26        9861.87
           W670       0.186865        1097.38       0.053705              0        1848.53           8791
           W720       0.155633        1096.54      0.0622537              0        1240.76        5899.09
           W669       0.158172        1097.48      0.0464651              0        2740.38        13032.3
           W887       0.144548        1095.34      0.0802443              0        2570.94        12223.3
           W664       0.171083        1097.73       0.107052              0        1040.83        4949.84
           G816       0.350481        1091.09       0.106031              0        1273.23        6053.46
           W663        0.14873        1097.74       0.129473              0        347.161        1650.99
           W662       0.127187        1097.72       0.102228              0        2461.15        11704.4
           W807       0.175499        1096.98      0.0527586              0        1362.26        6478.47
           W658        0.20217        1097.49      0.0522187              0        1494.38        7106.79
           W656       0.154835        1097.28      0.0589457              0         1443.5        6864.81
           W655       0.130289        1097.15      0.0537352              0         3150.4        14982.3
           W651       0.158865        1096.46      0.0599309              0        2233.99        10621.3
           W649       0.154985        1096.02      0.0691101              0        3104.49          14760
           G185       0.220414         1092.5     -0.0810716              0        2884.58        13714.5
           W642       0.135974        1096.48      0.0520284              0        2015.43        9582.19
           W641       0.128424        1096.67      0.0598538              0        3960.87        18836.6
           W638       0.177496        1097.17      0.0629145              0        1578.75        7508.04
           G101       0.199569        1093.47      0.0151109              0        5957.02        28322.1
           W635       0.177685        1097.52      0.0422829              0        1101.72         5239.4
           W629         0.1608        1097.77              0              0        2758.93        13120.6
           W624       0.165561        1097.52      0.0467292              0        2779.78        13219.7
           W622       0.172213        1097.31      0.0602752              0        2668.66        12691.3
            W49       0.210483        1095.75      0.0758092              0        1352.64        6430.99
           W615       0.170627        1096.05      0.0631029              0        695.803        3308.13
           W612       0.145775        1095.54      0.0844415              0        2412.24        11468.8
           W609       0.157889        1096.28      0.0620128              0        2218.88        10549.5
          W1014        0.15347        1095.61      0.0677206              0        1782.23        8473.43
           W608       0.172299        1096.49      0.0664339              0        2685.42        12767.6
           W605       0.178539        1097.04      0.0646985              0        1900.83        9039.74
           G898        0.30542         1087.8      0.0259527              0        2148.95          10217
           W634       0.194825         1097.6      0.0192361              0        1514.81        7203.92
           W604       0.200631        1097.18      0.0588267              0        1406.32        6687.99
           W599       0.187696        1097.68     0.00678156              0        2131.55        10136.9
